SMILES,Code
OCCc1ccncc1-c1ccc(CO[C@@H]2CC[C@@H]([C@H]2OC\C=C|CCC(O)=O)N2CCCCCC2)cc1,16-8-26
Clc1cc(Cl)c(OCC(=O)N2CCOCC2)cc1Cl,15-19-15
CCN(C1CN(N=C1c1ccc(Cl)cc1)C(\Nc1cccc(OC(F)F)c1)=N|C#N)C(=O)CO,23-15-21
Cc1nc(no1)-c1cnc2ccc(cn12)-c1cncc(NS(=O)(=O)c2ccccc2)c1,19-22-15
COc1cccc2C[C@@H]3[C@H](C[C@H](CN3C)C(=O)N3CCN(CC3)c3ccccn3)Cc12,13-26-31
CSCC[C@H](N)C(=O)N[C@@H](CO)C(=O)NCC(=O)N[C@@H](CCCNC(N)=N)C(=O)NCC(=O)N[C@@H](CCCCN)C(=O)NCC(=O)NCC(=O)N[C@@H](CCCCN)C(=O)NCC(=O)N[C@@H](CC(C)C)C(=O)NCC(=O)N[C@@H](CCCCN)C(=O)NCC(=O)NCC(=O)N[C@@H](C)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CC(O)=O)C(O)=O,23-7-18
COc1cc2ncc(nc2cc1O)-c1ccc(CC(=O)Nc2cc(on2)C2(CC2)C(F)(F)F)c(F)c1,27-21-18
COc1cc2ncnc(Oc3cccc(NC(=O)Nc4cc(nn4-c4cccnc4)C(C)(F)F)c3)c2cc1OC,29-21-13
O\N=C1\c2ccccc2-c2nc3ccccc3nc12,10-28-18
CCN(CC)c1nc2ccc(cc2c(Cl)c1Oc1ccccc1)C(O)(c1cncn1C)c1ccc(Cl)cc1,5-16-30
O[C@@H]1CC(=C[C@@H](OP(O)(O)=O)[C@H]1O)C(O)=O,11-2-3
NC(N)=Nc1ccc(cc1)C1CC(=C)OC(=O)C1,11-19-14
COc1cc2ncc(nc2cc1OC)-c1ccc(CC(=O)Nc2cc(nn2C)C(C)(C)C)c(F)c1,28-22-22
Cc1ccccc1CN1CCC(CC1)N1Cc2cccc(C(N)=O)c2C1=O,27-12-28
ONC(=O)[C@H]1COC(=N1)c1ccc(F)cc1,14-3-28
C[C@H](NC(=O)OCCCc1cnc[nH]1)C1CCCCC1,17-19-28
Cc1cc(Nc2nc(Sc3ccc(NC(=O)CN4C[C@H](OC(C)(C)C)C(C4)N=O)cc3)nn3cccc23)n[nH]1,26-24-19
CC(O)CNC(=O)c1cn(nn1)[C@H]1[C@@H](O)[C@@H](CO)O[C@@H](S[C@@H]2O[C@H](CO)[C@H](O)[C@@H]([C@H]2O)n2cc(nn2)C(=O)NCC(C)O)[C@@H]1O,15-7-21
COc1cc2ncnc(Sc3cccc(NC(=O)Nc4cc(on4)C(C)(C)C)c3)c2cc1OCCN1CCS(=O)(=O)CC1,31-18-16
NS(=O)(=O)c1c(F)c(F)c(c(F)c1F)S(=O)(=O)CCO,16-1-4
COc1nc2ccc(cc2c(Cl)c1CC1CCOCC1)C(O)(C1CCN(CC1)C(C)=O)c1cncn1C,8-22-26
Nc1nc(NCCc2ccc(O)cc2)nc2nc(nn12)-c1ccco1,14-27-21
CC(C)N1CCC(CC1)Oc1ccc(CN2CCOCC2)cc1,17-21-28
CC1(C)CCC(C)(C)c2cc(ccc12)C(=O)c1ccc(cc1)C(O)=O,14-17-26
CN1C[C@H](C[C@@H]2[C@@H]1Cc1c(Br)[nH]c3cccc2c13)C(=O)N1CCN(CC1)c1cccc(=O)n1C,15-29-31
Oc1cc(O)c2c(c1)oc(cc2=O)-c1ccc(O)c(O)c1,6-24-9
COc1cc2ncnc(Sc3cccc(NC(=O)Nc4cc(on4)C(C)(C)C)c3)c2cc1OCCCN1CCN(C)CC1,31-20-17
CCOC(=O)Cn1nc(cc1NC(=O)Nc1cccc(Sc2ncnc3cc(OC)c(OC)cc23)c1)C(C)(C)C,31-20-15
CC(C)C[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@H]1CCCN1C(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)CNC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@@H](N)CCC(N)=O)C(C)(C)S)[C@@H](C)O)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CS)C(=O)N[C@@H](CC(N)=O)C(=O)NCC(=O)N1CCC[C@H]1C(O)=O,23-13-26
CC1CN(Cc2cccc(c2)-c2cc(CNC(=O)c3cccc(CN4CCN(C)CC4)c3)ccc2F)CCN1,10-22-30
CC[C@H](C)[C@H](NC(=O)[C@@H](NC(=O)[C@@H]1CCCN1C(=O)CNC(=O)[C@H](CO)NC(=O)CN)[C@@H](C)O)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CC(O)=O)C(O)=O,23-6-14
CC(=O)Nc1nnc(s1)S(N)(=O)=O,17-6-7
FC(F)(F)c1ccc(CN2CCCC3(CCN(CC3)c3cnc4ccccc4n3)C2=O)cc1,24-16-24
NC(=O)c1ccc(cc1)C(=O)Nc1cc([nH]n1)C1CC1,18-27-6
COc1cccc2C[C@@H]3[C@H](C[C@H](CN3C)C(=O)N3CCN(CC3)c3ccc(cc3)C(C)=O)Cc12,11-27-31
C1CC(Nc2nc3ccccc3[nH]2)c2cnccc2C1,22-22-22
O[C@@H](CNC1CC1)COc1ccc(cc1)-c1nc(c[nH]1)-c1cccs1,14-27-29
CC(C)(C)c1cc(NC(=O)Nc2ccc(NC(=O)c3cc4ccccc4cn3)cc2)no1,28-22-20
CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,2-12-24
CCCc1nc2cccc(C(=O)OC)c2n1Cc1ccc(cc1)-n1cccc1-c1nnn[nH]1,25-8-29
CCCCCNc1nc(Nc2ccccc2)c2ncn(CC(O)=O)c2n1,22-22-7
Cc1c(F)cccc1Cc1c(CO)nc2c(N)cc(nn12)N1CCOCC1,25-13-16
COc1nc2ccc(cc2c(Cl)c1CN(C)CC(F)(F)F)[C@](O)(c1cncn1C)c1ccnc(c1)C(F)(F)F,10-12-30
O=C(N[C@@H](COCc1ccccc1)C#N)[C@H](CC1CCCCC1)NC(=O)c1ccncc1,23-2-21
C[C@H]1CC(=O)C[C@@H]2CC[C@H]3[C@@H]4CC[C@H](O)[C@@]4(C)CC[C@@H]3[C@@]12C,4-17-28
Cc1cc2c(cc1C(=C)c1ccc(cc1)C(O)=O)C(C)(C)CCC2(C)C,8-16-22
NC(=O)c1ccccc1-c1ccc(COC2CC[C@@H]([C@H]2OC\C=C|CCC(O)=O)N2CCCCCC2)cc1,17-9-26
Cn1cc(C2=C(C(=O)NC2=O)c2cccc(NCC(O)CO)c2)c2cc(F)ccc12,13-31-11
NS(=O)(=O)c1ccc(N\N=C2|C(=O)Nc3ccc(cc23)C(=O)NCCc2c[nH]cn2)cc1,24-11-6
COc1cc2c(cc1C(=O)c1ccc(cc1)C(O)=O)C(C)(C)CCC2(C)C,15-16-27
ONC(=O)c1cccc2ccccc12,9-9-16
Cc1cc(COc2cc(nn2-c2ccc(cc2)C#N)C(=O)N2CCCC(C2)N2CCCC2)on1,24-22-17
NS(=O)(=O)c1cc(ccc1Cl)C(=O)Cn1c(Cc2ccccc2)nc2ccccc12,22-10-10
OC[C@H]1N[C@H]([C@H](O)[C@@H]1O)c1c[nH]c2c1nc[nH]c2=O,15-14-6
CO\N=C(\C)CN1CCN([C@H](Cc2c[nH]c3ccccc23)C1)C(=O)c1cc(cc(c1)C(F)(F)F)C(F)(F)F,25-15-27
OC(=O)Cn1cc(nn1)-c1cc(O)c(cc1Cl)C(=O)c1cc(Cl)c(Cl)n1-c1c(Cl)c(Cl)[nH]c1C(=O)c1cc(Cl)c(cc1O)-c1cn(CC(O)=O)nn1,16-23-11
CN1[C@@H](Cc2ccc(O)cc2)C(=O)N[C@H](Cc2ccccc2)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@H](CC(N)=O)C(=O)N[C@@H](CSSC2(CCCCC2)CC1=O)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCNC(N)=N)C(=O)NCC(N)=O,21-7-30
NS(=O)(=O)c1ccc(cc1)C(=O)NC(Cc1ccc(Cl)cc1)C(O)=O,27-3-11
CO[C@@H]1O[C@H](CO)[C@H](O)[C@H](OC(=O)c2ccc(C)cc2)[C@@H]1OP([O-])(=O)OC,19-5-6
NC(=N)N=C(N)Nc1ccc(Cl)cc1C(=O)c1ccccc1,16-24-14
Cc1ccc(-c2nc(CCC34CC5CC(CC(C5)C3)C4)c([nH]2)C(=O)Nc2cccc(c2)C(O)=O)c(C)c1,18-12-27
CC(C)(C)c1cc(NC(=O)Cc2ccc(cc2)-c2cnc3[nH]nc(-n4nccn4)c3c2)no1,26-22-13
COc1nc2ccc(cc2c(Cl)c1CC1CCOCC1)[C@](O)(C1CCN(CC1)C(C)=O)c1cncn1C,8-22-26
Fc1ccc(cc1)C(=O)C1CCN(CCC2CCCc3ccccc3C2=O)CC1,16-24-31
CCN1C=CC=C2C(=O)NC(N)N=C12,11-19-11
CCOC(=O)c1cc(ccc1Cl)-c1ccc(\C=C2|C(=O)N(N=C2C(F)(F)F)c2ccc(cc2)S(N)(=O)=O)o1,27-8-5
CC(C)NCC(O)COc1ccc(cc1)C(=O)OC=C,10-20-17
COc1ccc(C(C)=O)c2C[C@@H]3[C@H](C[C@H](CN3C)C(=O)N3CCN(CC3)c3ccc4nsnc4n3)Cc12,16-26-30
CC(C)(C)NCC(O)COc1ccc(cc1)-c1nc(c[nH]1)-c1cccs1,12-26-29
COc1cc2nc(cnc2cc1Br)-c1ccc(CC(=O)Nc2cc(on2)C2(CC2)C(F)(F)F)c(F)c1,28-21-19
O\N=C\c1nc(CCCCNc2c3CCCCc3nc3ccccc23)ccc1O,19-9-20
CC(C)C[C@@H]1NC(=O)[C@@H](CCCN=C(N)N)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](CC(=O)NCCC[C@H](NC(=O)[C@@H]2CCCN2C(=O)[C@H](CCCN=C(N)N)NC1=O)C(N)=O)NC(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H](Cc1ccc(F)cc1)NC(=O)[C@H](N)Cc1ccc2ccccc2c1,18-6-28
ClP(Cl)(=O)NC(=O)c1ccccc1,18-9-9
COc1ccc(cc1)C1C2=C(N=c3s\c(=C|c4ccc(o4)-c4cccc(c4)C(O)=O)c(=O)n13)c1ccccc1CC2,18-14-19
CSc1nc(N)cc(Oc2ccc(cc2)-c2nnc(Nc3cccc(c3)C(F)(F)F)[nH]2)n1,20-18-18
COc1cc2ncnc(Sc3cccc(NC(=O)Nc4cc(nn4-c4ccccc4)C(C)(C)C#N)c3)c2cc1OC,29-22-16
CCN(CC)c1ccc2nc3c(cc(=O)c4ccc(OCCCC(O)=O)cc34)oc2c1,8-19-16
Cc1ccc2cc(ccc2n1)C(=O)Nc1cc(NC(=O)c2ccc3CCCOc3c2)ccc1C,14-15-6
COc1cc(OCCCNC(=O)COc2cc(F)cc(c2)-c2ccc(cn2)C(O)=O)c(Cl)cc1NC(=O)CSc1ccc(cn1)C(O)=O,13-16-26
O[C@H](COc1cccc2ccccc12)[C@@H]1CCCCN1,2-27-30
COc1ccc(CCNCC(O)COc2ccc(CCc3ncc(Br)[nH]3)cc2)cc1OC,8-29-29
COc1cc2ncnc(Oc3cccc(NC(=O)Nc4cc(on4)C4(C)CC4)c3)c2cc1OC,30-19-14
C[C@@H](NC(=O)c1cc(OCC(=O)NCCCCCN)cc(c1)C(=O)N(CC=C)CC=C)c1ccccc1,18-23-6
CNCC(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H]1CC(=O)N[C@@H]2C[C@@H](N(C2)C(=O)[C@@H](Cc2cnc[nH]2)NC1=O)C(=O)N[C@@H](Cc1ccccc1)C(O)=O,21-7-19
NC(=O)[C@H]1CCCC[C@@H]1Nc1nc(ncc1F)-c1c[nH]c2ncc(Cl)cc12,18-20-7
COc1ccccc1N1CCN(CC(O)CN2C(=O)NC(=O)C2(c2ccccc2)c2ccccc2)CC1,17-16-19
COc1cc2c(Oc3cccc(NC(=O)Nc4cc(on4)C(C)(C)C)c3)ncnc2cc1OCCN1CCN(CCO)CC1,31-16-11
COC(=O)c1c(O)cc(O)c(Cl)c1CCc1nccn1Cc1ccco1,12-25-9
CNCC[C@@H](Oc1ccccc1C)c1ccccc1,3-25-22
OC(CNCCNC(=O)Nc1cccc(c1)C(F)(F)F)COc1ccc(OCCOC2CCCC2)cc1,12-23-21
CS[C@@H]1O[C@H](CO)[C@H](O)[C@@H]([C@H]1O)n1cc(nn1)-c1ccccc1,11-2-27
CCS(=O)(=O)c1cc(Nc2ncc(F)c(n2)N(Cc2ccccc2C#N)c2cc(CO)ccc2C)ccc1N1CCN(C)CC1,28-29-11
CC(C)(C)NCC(O)COC(C)(C)C=C,7-20-17
CC(C)C[C@H](NC(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H](NC(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@@H](N)CC(O)=O)C(C)C)C(O)=O,20-4-23
[O-][N+](=O)c1ncn(CC(=O)Nc2ccc(N3CCOCC3)c(Cl)c2)n1,17-21-14
C\C(\C=C\C1=C(C)CCCC1(C)C)=C\C=C\C(\C)=C\C(O)=O,0-13-21
CN1Cc2ccccc2NC1=O,6-24-13
CC(C)NC(=O)c1coc(n1)C1C2CCC(O2)C1Cc1ccccc1CCC(O)=O,18-9-27
OC[C@H]1O[C@@H](S[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@H]1O,4-6-10
NC(=O)C[C@@H]1NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)CNC(=O)[C@H](CCC(O)=O)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H]2COCc3cn(CCC[C@H](NC1=O)C(=O)N[C@@H](CSCC(=O)N2)C(N)=O)nn3,21-5-25
Cc1ccccc1-c1ccc(cc1)C#Cc1cccc(C#Cc2ccc(cc2)-c2ccccc2C)[n+]1C,23-28-17
COCCOc1cc(NC(=O)Nc2cccc(Sc3ncnc4cc(OC)c(OC)cc34)c2)ccc1C(F)(F)F,30-17-16
Oc1cc(C=O)ccc1Oc1ccc(Cl)cc1Cl,10-16-15
FC(F)(F)C1(CC1)c1cc(NC(=O)Cc2ccc(cc2)-c2cnc3[nH]cnc3n2)no1,26-23-17
OC1CCCN(C1)C1CN(CCC2(CCC(=O)N(Cc3ccccc3)C2)c2ccc(Cl)c(Cl)c2)C1,16-20-29
OC[C@@H](O)COc1cc2ncc(C#N)c(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2cc1NC(=O)CC1CCSS1,6-22-25
CN1C[C@@H](C[C@H]2[C@H]1Cc1c(Br)[nH]c3cccc2c13)C(=O)N1CCN(CC1)c1ccc2nonc2c1,15-29-31
COc1nc2ccc(cc2c(Cl)c1OCC1CC1)[C@](O)(c1cnnn1C)c1ccc(C)nc1C,9-14-30
COc1ccccc1-n1nnnc1SCC(=O)Nc1ccccc1SC,14-23-12
Cc1c(F)cccc1Cc1c(CNCCO)nc2c(N)cc(nn12)N1CCOCC1,23-13-15
COCCOc1cc2ncnc(Sc3cccc(NC(=O)Nc4cc(nn4C)C(C)(C)C)c3)c2cc1OC,30-22-18
CCCCCCCC(=O)O[C@@H]1[C@@H](OC(=O)C(\C)=C|C)C(C)=C2[C@@H]3OC(=O)[C@@](C)(O)[C@@]3(O)[C@H](C[C@](C)(OC(C)=O)[C@@H]12)OC(=O)CCC,3-24-19
CC1CN(Cc2cccc(c2)-c2cc(CNC(=O)c3cccc(CN4CCN(CCCO)CC4)c3)ccc2F)CCN1,11-22-30
COc1ccccc1CN[C@H]1C2CCN(CC2)[C@H]1C(c1ccccc1)c1ccccc1,7-21-22
OC(CNCCNC(=O)Nc1ccccc1)COc1ccccc1C#N,10-26-26
NCCCN1c2ccc(cc2C(=NC(CCN)C1=O)c1ccccc1)N(Cc1ccccc1)Cc1ccccc1,14-27-24
CC1(C)CCC(C)(C)c2cc(C(=C)c3ccc(cc3)C(O)=O)c(O)cc12,14-18-25
CCCOc1ccn2c(cc(-c3ccccc3S(C)(=O)=O)c2c1)C(C)=O,5-30-14
NCC(O)COc1cccc2ccccc12,8-27-21
CCCCN(Cc1ccc(cc1)-c1ccccc1-c1nnn[nH]1)c1ncnc2n(C)cnc12,24-9-29
CC(C)[C@@H]1NC(=O)CCCC\C=C\c2cccc(c2)[C@@H](C)OC(=O)[C@@H]2CCCN(N2)C(=O)[C@H](C)NC1=O,14-8-15
COc1ccc(OCc2ccccc2)c(CCN(C)C)c1,9-28-31
CC1(C)OC[C@@H](C\C=C|CCCC(O)=O)[C@H](O1)c1ccccc1,5-11-27
CC1(C)CCC(C)(C)c2cc(ccc12)C(=C)c1ccc2cc(ccc2c1)C(O)=O,13-14-26
COc1cccc(c1)C(=O)O[C@H]1[C@@H](O)[C@@H](CO)O[C@@H](S[C@@H]2O[C@H](CO)[C@H](O)[C@H](OC(=O)c3cccc(OC)c3)[C@H]2O)[C@@H]1O,20-15-9
CN(C)c1ccc(Nc2nccc(n2)-c2sc(C)nc2C)cc1Cl,21-29-16
Cc1cc2c(cc1Cc1ccc(cc1)C(O)=O)C(C)(C)CCC2(C)C,15-15-27
NC[C@H](NC(=O)c1ccc(cc1)-c1ccc(Br)cc1)C(=O)NO,16-0-25
CN1C[C@@H](C[C@H]2[C@H]1Cc1c([nH]c3cccc2c13)S(C)(=O)=O)C(=O)N1CCN(CC1)c1ccccn1,22-25-29
COc1ccccc1CNCCCCCCNCCCCCCCCNCCCCCCNCc1ccccc1OC,6-21-21
COc1cc2nc(nc(N)c2cc1OC)N(C)CCCCCCN(C)C(=O)c1ccccc1CNCCCCCCN,8-25-28
Cc1ccc(c(C)n1)C(O)(c1cnnn1C)c1ccc2nc(Cl)c(CC(F)(F)F)c(N3CCC3)c2c1,12-17-30
COC(=O)c1c(Cc2ccc(cc2)C(=O)NCCO)c(=O)c2ccc(Cl)cc2n1-c1ccccc1,21-26-18
COc1ccc(CC2SC(=S)NC2=O)c(OC)c1,9-15-16
COc1cc2ncnc(Sc3cccc(NC(=O)Nc4cc(on4)C(C)(C)C)c3)c2cc1OC,31-18-16
NC(=O)c1cccc2CN(CCN3CCCc4ccccc34)C(=O)c12,22-13-26
O[C@@H](CNCCc1ccccc1)c1cc(O)cc(O)c1,11-24-12
C[C@@H](O)[C@H](NC(=O)[C@@H]1CSSC[C@@H](NC(=O)[C@H](N)Cc2ccc(O)cc2)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](Cc2c[nH]c3ccccc23)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H]([C@@H](C)O)C(=O)N1)C(N)=O,20-9-31
COCCOc1cc2ncnc(Oc3cccc(NC(=O)Nc4cc(no4)C4CCCC4)c3)c2cc1OC,28-18-11
COc1cccc2C[C@@H]3[C@H](C[C@H](CN3C)C(=O)N3CCN(CC3)c3ccc(cc3)S(C)(=O)=O)Cc12,11-26-30
CC[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@]2(C)[C@H]1C(=O)CO,4-17-26
Cc1nc2c(cc(nn2c1Cc1cccc(c1C)C(F)(F)F)N1CCOCC1)-c1ccn[nH]1,23-14-20
COc1cc2ncnc(Oc3cccc(NC(=O)Nc4cc(nn4-c4ccccc4)C(C)(F)F)c3)c2cc1OC,28-21-14
Nc1nc2[nH]c(=S)[nH]c2c(=O)[nH]1,18-14-9
N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CS)C(=O)N[C@@H](CO)C(O)=O,7-6-11
OP(O)(=O)Oc1ccccc1,18-10-4
CS([O-])(=O)=O.CS([O-])(=O)=O.NC(=O)c1cc[n+](COC[n+]2ccc(\C=N\O)cc2\C=N\O)cc1,7-30-11
C(Nc1ncnc2ccc(cc12)-c1ccc2OCOc2c1)c1cccs1,18-25-16
Cn1cc(Cn2cnc(-c3cnn(C)c3)c2-c2ccc(cc2)C#N)cn1,12-25-13
Cc1c(Cc2c(CO)nc3c(N)cc(nn23)N2CCOCC2)cccc1C(F)(F)F,25-15-18
CC(C)NC[C@H](O)COc1ccc(CCOCC2CC2)cc1,9-26-27
Cc1c(C=C)c2cc3[n-]c(cc4[n-]c(cc5nc(cc1n2)c(C=C)c5C)c(C)c4CCC(O)=O)c(CCC(O)=O)c3C,6-14-7
NCCc1cnc(CCC(c2ccccc2)c2ccccc2)[nH]1,4-29-25
CC(C)C[C@H](NC(=O)[C@H](C)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CCC(O)=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](C)NC(=O)[C@@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(O)=O)NC(C)=O)[C@@H](C)O)C(=O)N[C@@H](C)C(=O)N[C@@H](CO)C(N)=O,21-4-21
C[C@H]1[C@@H]2[C@H](CN1S(=O)(=O)c1ccc3OCOc3c1)c1cnccc1N(C)C2=O,14-28-12
CCNC(=O)CC#N,7-23-12
CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](Cc2cnc[nH]2)NC(=O)[C@H](CSSC[C@H](NC(=O)[C@@H](Cc2cnc[nH]2)NC(=O)C(C)(C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCCNC(=O)COCC(=O)Nc2ccc(CCC(=O)N3CCC3=O)cc2)NC1=O)C(=O)N[C@H]([C@@H](C)O)C(=O)N[C@@H](CCCCNC(C)=O)C(=O)NC(C)(C)C(N)=O)NC(=O)[C@@H](NC(=O)[C@H](CCC(O)=O)N(C)C(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](C)NC(C)=O)C(C)C,14-5-20
NC(=O)c1ccc(cc1NC1CCC(O)CC1)-n1cccc1-c1ccccc1Cl,29-22-16
Cc1cc(C)c(c(C)c1)S(=O)(=O)N[C@@H](Cc1ccc(cc1)-c1cccc(NC(=O)NC2CC2)c1)C(O)=O,22-3-25
NC(Cc1ccc(OP(O)(O)=O)cc1)C(O)=O,16-7-3
CN1CC[C@@]23[C@H]4Oc5c2c(C[C@@H]1[C@@H]3CC[C@@H]4O)ccc5O,2-20-29
CSCC[C@H](NC(=O)[C@@H](NC(=O)[C@H](CCCCNC(C)=O)NC(=O)[C@@H]1CSSC[C@H](NC(=O)[C@H](CCCCNC(=O)COCC(=O)Nc2ccc(CCC(=O)N3CCC3=O)cc2)NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](Cc2ccccc2)NC(C)=O)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](Cc2c[nH]c3ccccc23)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)N[C@@H](Cc2cnc[nH]2)C(=O)N1)C(C)C)C(N)=O,11-6-24
CO[C@@H]1O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@@H]([C@H]2O)n2cc(nn2)C(=O)NCc2ccccc2)[C@H](O)[C@H]1NC(C)=O,17-0-28
NC[C@H](NC(=O)c1ccc(cc1)C#CC#Cc1ccccc1)C(=O)NO,15-0-25
Nc1cccc(c1)-c1nnc(o1)-c1cccs1,22-14-13
Cc1cc2c(cc1C(=O)c1ccccc1C(O)=O)C(C)(C)CCC2(C)C,13-16-24
O[C@H](COCCCc1ccccc1)[C@@H]1CCCCN1,4-23-29
NCc1nc2ccccc2s1,9-21-22
CNc1nc(Nc2ccc(C)c(NC(=O)C=C)c2)ncc1C(=O)Nc1cc(NC(=O)c2cc(OC)c(OC)c(OC)c2)ccc1C,28-18-12
NC(=O)c1cccc2[nH]n(C3CCN(CC3)C3CCCC3)c(=O)c12,14-19-23
O[C@H]1[C@@H](CC(=C[C@H]1OP(O)(O)=O)C(O)=O)OC(=C)C(O)=O,10-2-5
CC(=O)N1CCC(CC1)c1c[nH]c2ccccc12,8-22-15
COc1nc2ccc(cc2c(Cl)c1Cc1ccc(cc1)-n1cncn1)C(O)(c1cncn1C)c1ccc(Cl)cc1,8-13-30
COC(=O)c1ccccc1OCC(O)CNC(C)C,2-29-28
C\C(=C\c1cc(no1)C(O)=O)c1ccc2c(c1)C(C)(C)CCC2(C)C,11-18-25
Cc1ccc(cc1)-n1nc(cc1NC(=O)Nc1ccc(cc1)-c1cccnc1)C(C)(C)C,26-21-11
CC(C)(C)NCC(O)COc1cc(Cl)c(N=C2NCCN2)c(Cl)c1,9-19-8
Cc1nc2c(N)cc(nn2c1Nc1ccccc1N1CCOCC1)N1CCOCC1,28-16-13
NC(=O)c1cccc2CN(C3CCN(CC4CC4)CC3)C(=O)c12,29-18-30
COc1nc2ccc(cc2c(C#N)c1Cc1ccc(cc1)C(F)(F)F)C(O)(c1cnnn1C)c1ccc(C)nc1C,12-13-29
COc1ccccc1NC(=O)c1sc2nc(C)c(C(=O)Nc3ccc(C)cc3C)c(-c3ccc(NC(C)=O)cc3)c2c1N,16-23-10
NS(=O)(=O)c1c(F)c(F)c(SCCO)c(F)c1NC1CCCCCCC1,20-1-11
O=S(=O)(OC1CS(=O)(=O)C=C1)c1ccccc1,10-20-7
OC(CN1C(=O)NC(=O)C1(c1ccccc1)c1ccccc1)CN1CCN(CC1)c1ccccc1,18-14-19
CO[C@@H]1O[C@H](COS([O-])(=O)=O)[C@@H](O[C@H]2O[C@H](COS([O-])(=O)=O)[C@H](O)[C@H](O)[C@H]2OS([O-])(=O)=O)[C@H](OS([O-])(=O)=O)[C@H]1OS([O-])(=O)=O,19-2-16
CC(CO)NCc1c(F)cccc1Cc1c(CO)nc2c(N)cc(nn12)N1CCOCC1,26-14-20
COc1cccc2C[C@@H]3[C@H](C[C@H](CN3C)C(=O)N3CCN(CC3)c3ccc(cc3)C#N)Cc12,12-23-31
CCCCc1nc(Cl)c(CO)n1Cc1ccc(cc1)-c1ccccc1-c1nnn[nH]1,19-10-26
[O-]S(=O)(=O)OC1OC(C(OS([O-])(=O)=O)C(OS([O-])(=O)=O)C1OS([O-])(=O)=O)C(=O)N(CC(=O)NC1CCCCC1)Cc1ccccc1,17-8-28
OC(=O)c1cc2sccc2[nH]1,5-11-10
Cn1nnc2cc(ccc12)C(CC(O)=O)c1ccc(Cl)cc1,9-12-20
CCn1c(SCC(=O)Nc2cccc(c2)C(C)=O)nnc1-c1ccncc1,18-21-14
Oc1ccc(cc1)[C@@H]1C[NH2+]CCc2c(Cl)c(O)c(O)cc12,16-21-18
